GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,from_5_to_17_years,from_5_to_17_years_speak_only_english,from_5_to_17_years_speak_spanish,from_5_to_17_years_speak_spanish_very_well,from_5_to_17_years_speak_spanish_well,from_5_to_17_years_speak_spanish_not_well,from_5_to_17_years_speak_spanish_not_at_all,from_5_to_17_years_speak_indo_european,from_5_to_17_years_speak_indo_european_very_well,from_5_to_17_years_speak_indo_european_well,from_5_to_17_years_speak_indo_european_not_well,from_5_to_17_years_speak_indo_european_not_at_all,from_5_to_17_years_speak_asian_and_pacific_island,from_5_to_17_years_speak_asian_and_pacific_island_very_well,from_5_to_17_years_speak_asian_and_pacific_island_well,from_5_to_17_years_speak_asian_and_pacific_island_not_well,from_5_to_17_years_speak_asian_and_pacific_island_not_at_all,from_5_to_17_years_speak_other,from_5_to_17_years_speak_other_very_well,from_5_to_17_years_speak_other_well,from_5_to_17_years_speak_other_not_well,from_5_to_17_years_speak_other_not_at_all,from_18_to_64_years,from_18_to_64_years_speak_only_english,from_18_to_64_years_speak_spanish,from_18_to_64_years_speak_spanish_very_well,from_18_to_64_years_speak_spanish_well,from_18_to_64_years_speak_spanish_not_well,from_18_to_64_years_speak_spanish_not_at_all,from_18_to_64_years_speak_indo_european,from_18_to_64_years_speak_indo_european_very_well,from_18_to_64_years_speak_indo_european_well,from_18_to_64_years_speak_indo_european_not_well,from_18_to_64_years_speak_indo_european_not_at_all,from_18_to_64_years_speak_asian_and_pacific_island,from_18_to_64_years_speak_asian_and_pacific_island_very_well,from_18_to_64_years_speak_asian_and_pacific_island_well,from_18_to_64_years_speak_asian_and_pacific_island_not_well,from_18_to_64_years_speak_asian_and_pacific_island_not_at_all,from_18_to_64_years_speak_other,from_18_to_64_years_speak_other_very_well,from_18_to_64_years_speak_other_well,from_18_to_64_years_speak_other_not_well,from_18_to_64_years_speak_other_not_at_all,from_64_to_over,from_64_to_over_speak_only_english,from_64_to_over_speak_spanish,from_64_to_over_speak_spanish_very_well,from_64_to_over_speak_spanish_well,from_64_to_over_speak_spanish_not_well,from_64_to_over_speak_spanish_not_at_all,from_64_to_over_speak_indo_european,from_64_to_over_speak_indo_european_very_well,from_64_to_over_speak_indo_european_well,from_64_to_over_speak_indo_european_not_well,from_64_to_over_speak_indo_european_not_at_all,from_64_to_over_speak_asian_and_pacific_island,from_64_to_over_speak_asian_and_pacific_island_very_well,from_64_to_over_speak_asian_and_pacific_island_well,from_64_to_over_speak_asian_and_pacific_island_not_well,from_64_to_over_speak_asian_and_pacific_island_not_at_all,from_64_to_over_speak_other,from_64_to_over_speak_other_very_well,from_64_to_over_speak_other_well,from_64_to_over_speak_other_not_well,from_64_to_over_speak_other_not_at_all
G41002900028001,41,29,2800,1,156,124,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,1126,175,153,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,316,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900028002,41,29,2800,2,344,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1230,42,33,9,0,0,3,3,0,0,0,7,0,7,0,0,3,3,0,0,0,305,298,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900028003,41,29,2800,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,466,18,7,11,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900029001,41,29,2900,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,516,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900029002,41,29,2900,2,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,921,12,0,12,0,0,2,2,0,0,0,18,0,18,0,0,0,0,0,0,0,531,501,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0
G41002900029003,41,29,2900,3,213,178,10,10,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,1004,53,47,0,6,0,4,4,0,0,0,18,18,0,0,0,5,5,0,0,0,255,238,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900029004,41,29,2900,4,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,598,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,302,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900029005,41,29,2900,5,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,263,35,0,35,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,235,215,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900029006,41,29,2900,6,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030011,41,29,3001,1,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,576,0,0,0,0,0,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030012,41,29,3001,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,401,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030013,41,29,3001,3,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030014,41,29,3001,4,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,578,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,132,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030021,41,29,3002,1,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,612,597,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030022,41,29,3002,2,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,517,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,140,127,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
G41002900030023,41,29,3002,3,318,276,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1575,1507,36,16,20,0,0,32,0,15,17,0,0,0,0,0,0,0,0,0,0,0,571,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109400001,41,31,940000,1,554,391,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,930,767,40,40,0,0,0,0,0,0,0,0,34,34,0,0,0,89,89,0,0,0,88,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0
G41003109400002,41,31,940000,2,330,262,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,873,769,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,178,136,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0
G41003109601001,41,31,960100,1,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,745,134,69,6,32,27,3,3,0,0,0,0,0,0,0,0,9,9,0,0,0,170,166,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109601002,41,31,960100,2,173,143,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,491,29,0,2,19,8,0,0,0,0,0,3,3,0,0,0,2,2,0,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109602011,41,31,960201,1,348,100,248,227,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,654,796,297,232,172,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109602012,41,31,960201,2,190,120,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,756,230,82,44,104,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109602021,41,31,960202,1,460,369,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,656,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,122,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109602022,41,31,960202,2,277,273,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,1160,5,5,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,424,417,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
G41003109602023,41,31,960202,3,177,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,627,104,0,84,0,20,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,257,237,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109603011,41,31,960301,1,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,443,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109603012,41,31,960301,2,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,302,0,0,0,0,0,7,7,0,0,0,5,0,0,5,0,0,0,0,0,0
G41003109603013,41,31,960301,3,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,784,0,0,0,0,0,0,0,0,0,0,15,9,0,6,0,33,33,0,0,0,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109603021,41,31,960302,1,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,330,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,206,197,0,0,0,0,0,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0
G41003109603022,41,31,960302,2,204,149,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,432,112,58,16,31,7,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,133,129,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109603023,41,31,960302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,244,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003109603024,41,31,960302,4,626,355,263,221,42,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1062,322,119,96,64,43,15,15,0,0,0,0,0,0,0,0,1,0,0,1,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303601001,41,33,360100,1,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,857,17,13,0,4,0,5,5,0,0,0,16,0,16,0,0,0,0,0,0,0,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303601002,41,33,360100,2,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,532,1,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303603001,41,33,360300,1,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303603002,41,33,360300,2,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,795,0,0,0,0,0,58,58,0,0,0,14,14,0,0,0,0,0,0,0,0,387,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303603003,41,33,360300,3,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,1087,4,4,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,528,508,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303603004,41,33,360300,4,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,740,22,22,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,353,333,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303604001,41,33,360400,1,196,165,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,871,841,12,0,0,12,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,509,491,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303604002,41,33,360400,2,412,355,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,1264,85,71,13,0,1,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303605001,41,33,360500,1,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,431,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303605002,41,33,360500,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,153,4,4,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,170,168,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303605003,41,33,360500,3,572,553,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,1384,1279,20,20,0,0,0,41,41,0,0,0,44,44,0,0,0,0,0,0,0,0,553,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303605004,41,33,360500,4,256,137,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1051,84,84,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303606001,41,33,360600,1,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,725,44,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,233,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0
G41003303606002,41,33,360600,2,484,477,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,1305,22,0,22,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,664,634,1,1,0,0,0,29,14,0,15,0,0,0,0,0,0,0,0,0,0,0
G41003303606003,41,33,360600,3,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303606004,41,33,360600,4,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,335,33,18,15,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303606005,41,33,360600,5,176,159,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,686,53,53,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303607011,41,33,360701,1,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,1614,111,86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,357,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303607012,41,33,360701,2,322,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,574,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,84,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303607013,41,33,360701,3,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,611,19,11,8,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303607021,41,33,360702,1,378,310,68,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,1347,54,54,0,0,0,42,42,0,0,0,20,20,0,0,0,0,0,0,0,0,783,752,16,0,16,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
G41003303607022,41,33,360702,2,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,544,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303607023,41,33,360702,3,234,217,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1062,1040,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,382,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303608001,41,33,360800,1,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,944,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,276,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303608002,41,33,360800,2,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,255,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0
G41003303608003,41,33,360800,3,379,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,1377,62,18,22,22,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,711,680,17,17,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303609001,41,33,360900,1,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,1069,10,0,10,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,449,420,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303609002,41,33,360900,2,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303610001,41,33,361000,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303610002,41,33,361000,2,151,143,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,584,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303610003,41,33,361000,3,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,720,31,31,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,356,313,20,20,0,0,0,10,10,0,0,0,0,0,0,0,0,13,0,13,0,0
G41003303610004,41,33,361000,4,88,80,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,809,774,4,4,0,0,0,13,13,0,0,0,18,0,18,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303611001,41,33,361100,1,177,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,795,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,801,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303611002,41,33,361100,2,351,305,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,1151,91,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,348,26,26,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303611003,41,33,361100,3,458,406,52,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,1333,75,61,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0
G41003303611004,41,33,361100,4,628,533,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1131,83,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,425,0,0,0,0,0,13,13,0,0,0,10,10,0,0,0,0,0,0,0,0
G41003303612001,41,33,361200,1,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,302,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303612002,41,33,361200,2,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,454,43,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303612003,41,33,361200,3,496,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,1182,29,29,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,360,344,3,0,3,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0
G41003303612004,41,33,361200,4,285,283,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,247,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303613001,41,33,361300,1,362,351,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,947,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,604,573,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303613002,41,33,361300,2,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,1323,1,1,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,296,293,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303613003,41,33,361300,3,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303613004,41,33,361300,4,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,995,54,34,20,0,0,0,0,0,0,0,13,6,7,0,0,0,0,0,0,0,528,492,0,0,0,0,0,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0
G41003303614001,41,33,361400,1,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,650,31,31,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,268,252,0,0,0,0,0,0,0,0,0,0,16,8,8,0,0,0,0,0,0,0
G41003303614002,41,33,361400,2,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,832,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,450,441,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303615001,41,33,361500,1,153,146,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1247,29,0,29,0,0,29,29,0,0,0,2,0,2,0,0,8,8,0,0,0,618,500,26,26,0,0,0,60,38,22,0,0,32,32,0,0,0,0,0,0,0,0
G41003303616001,41,33,361600,1,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,412,12,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,273,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303616002,41,33,361600,2,293,283,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,801,96,43,0,29,24,10,10,0,0,0,22,0,0,22,0,0,0,0,0,0,194,177,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41003303616003,41,33,361600,3,96,84,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0
G41003303616004,41,33,361600,4,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0
G41003303616005,41,33,361600,5,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
