GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,from_5_to_17_years,from_5_to_17_years_speak_only_english,from_5_to_17_years_speak_spanish,from_5_to_17_years_speak_spanish_very_well,from_5_to_17_years_speak_spanish_well,from_5_to_17_years_speak_spanish_not_well,from_5_to_17_years_speak_spanish_not_at_all,from_5_to_17_years_speak_indo_european,from_5_to_17_years_speak_indo_european_very_well,from_5_to_17_years_speak_indo_european_well,from_5_to_17_years_speak_indo_european_not_well,from_5_to_17_years_speak_indo_european_not_at_all,from_5_to_17_years_speak_asian_and_pacific_island,from_5_to_17_years_speak_asian_and_pacific_island_very_well,from_5_to_17_years_speak_asian_and_pacific_island_well,from_5_to_17_years_speak_asian_and_pacific_island_not_well,from_5_to_17_years_speak_asian_and_pacific_island_not_at_all,from_5_to_17_years_speak_other,from_5_to_17_years_speak_other_very_well,from_5_to_17_years_speak_other_well,from_5_to_17_years_speak_other_not_well,from_5_to_17_years_speak_other_not_at_all,from_18_to_64_years,from_18_to_64_years_speak_only_english,from_18_to_64_years_speak_spanish,from_18_to_64_years_speak_spanish_very_well,from_18_to_64_years_speak_spanish_well,from_18_to_64_years_speak_spanish_not_well,from_18_to_64_years_speak_spanish_not_at_all,from_18_to_64_years_speak_indo_european,from_18_to_64_years_speak_indo_european_very_well,from_18_to_64_years_speak_indo_european_well,from_18_to_64_years_speak_indo_european_not_well,from_18_to_64_years_speak_indo_european_not_at_all,from_18_to_64_years_speak_asian_and_pacific_island,from_18_to_64_years_speak_asian_and_pacific_island_very_well,from_18_to_64_years_speak_asian_and_pacific_island_well,from_18_to_64_years_speak_asian_and_pacific_island_not_well,from_18_to_64_years_speak_asian_and_pacific_island_not_at_all,from_18_to_64_years_speak_other,from_18_to_64_years_speak_other_very_well,from_18_to_64_years_speak_other_well,from_18_to_64_years_speak_other_not_well,from_18_to_64_years_speak_other_not_at_all,from_64_to_over,from_64_to_over_speak_only_english,from_64_to_over_speak_spanish,from_64_to_over_speak_spanish_very_well,from_64_to_over_speak_spanish_well,from_64_to_over_speak_spanish_not_well,from_64_to_over_speak_spanish_not_at_all,from_64_to_over_speak_indo_european,from_64_to_over_speak_indo_european_very_well,from_64_to_over_speak_indo_european_well,from_64_to_over_speak_indo_european_not_well,from_64_to_over_speak_indo_european_not_at_all,from_64_to_over_speak_asian_and_pacific_island,from_64_to_over_speak_asian_and_pacific_island_very_well,from_64_to_over_speak_asian_and_pacific_island_well,from_64_to_over_speak_asian_and_pacific_island_not_well,from_64_to_over_speak_asian_and_pacific_island_not_at_all,from_64_to_over_speak_other,from_64_to_over_speak_other_very_well,from_64_to_over_speak_other_well,from_64_to_over_speak_other_not_well,from_64_to_over_speak_other_not_at_all
G41004700009005,41,47,900,5,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,385,15,15,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700009006,41,47,900,6,86,73,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,541,453,67,67,0,0,0,0,0,0,0,0,21,10,0,11,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700009007,41,47,900,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,334,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700010001,41,47,1000,1,135,76,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,629,277,60,9,133,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700010002,41,47,1000,2,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,806,104,104,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700010003,41,47,1000,3,361,227,128,44,84,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,789,559,212,50,48,56,58,13,13,0,0,0,5,5,0,0,0,0,0,0,0,0,289,280,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700011001,41,47,1100,1,160,144,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,650,51,33,0,18,0,8,8,0,0,0,0,0,0,0,0,6,6,0,0,0,155,132,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700011002,41,47,1100,2,489,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,1337,66,43,23,0,0,68,36,16,8,8,14,14,0,0,0,0,0,0,0,0,343,334,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700011003,41,47,1100,3,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,477,7,7,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700012001,41,47,1200,1,119,106,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,1098,65,16,18,19,12,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700012002,41,47,1200,2,222,191,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,922,56,47,9,0,0,22,22,0,0,0,50,50,0,0,0,0,0,0,0,0,349,305,36,29,7,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
G41004700013001,41,47,1300,1,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,1327,17,17,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,227,211,9,9,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
G41004700013002,41,47,1300,2,172,152,6,6,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,944,830,84,72,12,0,0,0,0,0,0,0,10,0,10,0,0,20,20,0,0,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700013003,41,47,1300,3,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,298,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700014011,41,47,1401,1,153,110,26,26,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,803,130,130,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,882,848,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700014012,41,47,1401,2,615,269,52,34,18,0,0,79,0,79,0,0,0,0,0,0,0,215,215,0,0,0,1184,743,281,208,48,25,0,58,0,33,25,0,16,0,0,16,0,86,86,0,0,0,121,81,40,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700014013,41,47,1401,3,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,1079,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,11,11,0,0,0,297,269,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700014021,41,47,1402,1,123,88,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,993,118,78,20,20,0,0,0,0,0,0,87,23,64,0,0,0,0,0,0,0,227,208,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0
G41004700014022,41,47,1402,2,397,181,216,128,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,566,237,116,39,0,82,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,296,261,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700014023,41,47,1402,3,386,369,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,1566,1295,174,61,0,13,100,8,8,0,0,0,20,0,16,4,0,69,69,0,0,0,286,211,75,0,0,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015011,41,47,1501,1,277,264,13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,698,28,22,4,2,0,35,35,0,0,0,12,12,0,0,0,0,0,0,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015012,41,47,1501,2,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,601,87,40,25,22,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,255,236,12,6,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015013,41,47,1501,3,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,745,115,115,0,0,0,8,8,0,0,0,16,0,16,0,0,0,0,0,0,0,306,296,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015021,41,47,1502,1,473,328,87,63,13,0,11,20,20,0,0,0,38,19,19,0,0,0,0,0,0,0,1422,1082,231,148,59,23,1,32,32,0,0,0,77,61,0,16,0,0,0,0,0,0,234,209,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015022,41,47,1502,2,615,409,206,198,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,747,405,195,55,137,18,6,0,6,0,0,17,17,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015023,41,47,1502,3,181,166,15,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,573,88,72,12,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,183,148,35,10,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015031,41,47,1503,1,251,168,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,513,525,124,24,99,278,60,1,0,59,0,0,0,0,0,0,0,0,0,0,0,151,132,9,0,0,9,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015032,41,47,1503,2,496,319,177,128,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,817,446,229,89,81,47,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,195,181,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700015033,41,47,1503,3,290,267,8,8,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,872,791,58,58,0,0,0,0,0,0,0,0,23,17,6,0,0,0,0,0,0,0,184,174,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016011,41,47,1601,1,242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,322,185,98,50,37,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,141,125,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0
G41004700016012,41,47,1601,2,598,355,98,48,50,0,0,145,129,0,16,0,0,0,0,0,0,0,0,0,0,0,2019,1461,220,124,21,46,29,275,219,56,0,0,45,12,33,0,0,18,18,0,0,0,351,333,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016013,41,47,1601,3,573,270,303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,548,501,124,14,268,95,24,13,0,0,11,0,0,0,0,0,0,0,0,0,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016014,41,47,1601,4,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,689,23,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,155,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0
G41004700016021,41,47,1602,1,733,68,665,561,62,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,677,1035,401,157,226,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,26,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016022,41,47,1602,2,252,105,105,105,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,887,562,231,63,33,92,43,44,22,22,0,0,50,0,15,35,0,0,0,0,0,0,61,56,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0
G41004700016023,41,47,1602,3,540,93,447,273,84,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,335,544,210,60,203,71,43,43,0,0,0,0,0,0,0,0,21,21,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016024,41,47,1602,4,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016025,41,47,1602,5,368,280,53,11,42,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1042,516,484,270,90,81,43,18,0,0,18,0,24,14,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0
G41004700016031,41,47,1603,1,258,132,83,32,51,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,1092,820,172,100,47,25,0,0,0,0,0,0,100,53,32,15,0,0,0,0,0,0,184,153,13,0,13,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0
G41004700016032,41,47,1603,2,484,318,139,139,0,0,0,0,0,0,0,0,27,2,25,0,0,0,0,0,0,0,1287,732,395,195,136,51,13,0,0,0,0,0,144,3,4,64,73,16,16,0,0,0,205,137,21,0,0,8,13,3,3,0,0,0,44,0,0,0,44,0,0,0,0,0
G41004700016033,41,47,1603,3,245,178,19,19,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,700,464,174,134,0,40,0,0,0,0,0,0,62,22,40,0,0,0,0,0,0,0,186,175,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016034,41,47,1603,4,365,158,155,155,0,0,0,25,25,0,0,0,27,27,0,0,0,0,0,0,0,0,947,570,346,42,173,103,28,13,13,0,0,0,18,18,0,0,0,0,0,0,0,0,85,59,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016041,41,47,1604,1,234,121,113,83,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,689,476,188,53,198,37,161,109,0,0,52,61,0,61,0,0,0,0,0,0,0,157,129,0,0,0,0,0,16,16,0,0,0,12,0,0,12,0,0,0,0,0,0
G41004700016042,41,47,1604,2,154,0,154,39,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,448,400,136,110,154,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,147,100,36,0,0,0,36,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0
G41004700016043,41,47,1604,3,482,141,286,286,0,0,0,0,0,0,0,0,55,45,10,0,0,0,0,0,0,0,1846,1197,391,133,151,55,52,18,18,0,0,0,240,117,51,62,10,0,0,0,0,0,315,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700016044,41,47,1604,4,367,201,166,61,82,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,719,204,39,23,142,0,9,9,0,0,0,28,5,23,0,0,0,0,0,0,0,169,144,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0
G41004700017011,41,47,1701,1,708,103,530,406,91,33,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,1374,514,765,262,141,118,244,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700017012,41,47,1701,2,244,149,95,68,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,752,238,29,27,140,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700017013,41,47,1701,3,763,369,388,286,67,35,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1385,562,670,286,224,141,19,86,68,12,6,0,67,62,5,0,0,0,0,0,0,0,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700017021,41,47,1702,1,340,161,159,159,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,524,484,259,168,57,0,25,0,19,6,0,0,0,0,0,0,0,0,0,0,0,72,62,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700017022,41,47,1702,2,310,167,65,65,0,0,0,7,7,0,0,0,71,0,27,44,0,0,0,0,0,0,1163,895,182,45,62,19,56,8,8,0,0,0,78,0,14,43,21,0,0,0,0,0,375,341,26,19,0,0,7,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
G41004700017023,41,47,1702,3,556,125,431,218,179,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,762,397,126,45,166,60,9,0,0,9,0,31,10,8,13,0,0,0,0,0,0,310,233,14,14,0,0,0,8,0,0,0,8,44,0,9,17,18,11,11,0,0,0
G41004700017031,41,47,1703,1,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700017032,41,47,1703,2,235,134,79,79,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,791,640,127,80,47,0,0,24,0,10,14,0,0,0,0,0,0,0,0,0,0,0,379,363,9,9,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
G41004700017033,41,47,1703,3,657,251,406,262,24,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,621,536,200,149,161,26,0,0,0,0,0,93,83,0,10,0,0,0,0,0,0,162,150,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018011,41,47,1801,1,248,0,248,210,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,756,472,87,94,80,211,10,10,0,0,0,169,73,0,96,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018012,41,47,1801,2,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,545,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018013,41,47,1801,3,407,315,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,887,454,269,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018014,41,47,1801,4,351,108,243,168,0,64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,505,801,355,176,237,33,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,149,127,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018021,41,47,1802,1,219,139,80,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,835,297,164,107,14,12,0,0,0,0,0,2,0,2,0,0,17,17,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018022,41,47,1802,2,886,181,692,658,34,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,940,458,474,207,105,142,20,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,86,39,37,18,19,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
G41004700018023,41,47,1802,3,98,0,87,55,32,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,725,449,252,128,48,44,32,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,12,0,0,12,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0
G41004700018024,41,47,1802,4,581,443,102,89,13,0,0,36,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1141,796,267,138,82,47,0,36,0,19,17,0,42,24,18,0,0,0,0,0,0,0,116,103,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018025,41,47,1802,5,460,235,214,163,26,25,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,1044,659,351,174,80,72,25,0,0,0,0,0,34,5,29,0,0,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700018031,41,47,1803,1,359,206,153,134,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,867,248,138,20,77,13,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,620,611,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0
G41004700018032,41,47,1803,2,73,56,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,1928,280,222,12,35,11,28,28,0,0,0,30,13,17,0,0,23,23,0,0,0,124,112,0,0,0,0,0,3,3,0,0,0,9,9,0,0,0,0,0,0,0,0
G41004700020001,41,47,2000,1,479,455,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,1435,114,88,13,13,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,496,430,0,0,0,0,0,43,43,0,0,0,23,0,0,23,0,0,0,0,0,0
G41004700020002,41,47,2000,2,599,500,74,74,0,0,0,8,8,0,0,0,17,17,0,0,0,0,0,0,0,0,1384,1174,113,113,0,0,0,16,16,0,0,0,38,20,18,0,0,43,43,0,0,0,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700020003,41,47,2000,3,355,317,38,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,1131,59,13,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700020004,41,47,2000,4,310,269,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,10,10,0,0,0,1235,1043,171,80,14,77,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,378,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700021011,41,47,2101,1,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,684,45,22,23,0,0,0,0,0,0,0,11,11,0,0,0,66,50,16,0,0,321,310,0,0,0,0,0,11,7,0,0,4,0,0,0,0,0,0,0,0,0,0
G41004700021012,41,47,2101,2,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,458,127,37,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700021021,41,47,2102,1,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700021022,41,47,2102,2,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700021023,41,47,2102,3,270,221,33,33,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,977,171,104,0,67,0,23,23,0,0,0,40,24,16,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700021024,41,47,2102,4,302,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,994,11,11,0,0,0,29,29,0,0,0,63,0,0,63,0,0,0,0,0,0,407,390,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0
G41004700022011,41,47,2201,1,398,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,867,97,97,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,322,301,10,0,10,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700022012,41,47,2201,2,235,224,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,370,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700022021,41,47,2202,1,645,599,22,22,0,0,0,0,0,0,0,0,24,0,11,13,0,0,0,0,0,0,1505,1378,50,21,29,0,0,21,21,0,0,0,56,56,0,0,0,0,0,0,0,0,509,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700022022,41,47,2202,2,239,229,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,686,0,0,0,0,0,13,13,0,0,0,56,56,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700022023,41,47,2202,3,545,475,47,47,0,0,0,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1812,1529,150,150,0,0,0,68,45,23,0,0,51,17,34,0,0,14,14,0,0,0,290,247,22,22,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0
G41004700023011,41,47,2301,1,501,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,1307,26,26,0,0,0,60,36,24,0,0,42,30,12,0,0,0,0,0,0,0,144,107,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700023012,41,47,2301,2,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,406,15,15,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,114,94,9,0,9,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
G41004700023031,41,47,2303,1,498,429,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,1651,107,29,0,0,78,0,0,0,0,0,65,6,53,6,0,0,0,0,0,0,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
