GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,not_hispanic_or_latino_white_alone,not_hispanic_or_latino_black_or_african_american_alone,not_hispanic_or_latino_american_indian_and_alaska_native_alone,not_hispanic_or_latino_asian_alone,not_hispanic_or_latino_native_hawaiian_and_other_pacific,not_hispanic_or_latino_some_other_race_alone,not_hispanic_or_latino_two_or_more_races,hispanic__or__latino
G41004300301004,41,43,30100,4,1187,0,0,0,0,0,46,0
G41004300301005,41,43,30100,5,1012,0,0,0,0,0,10,101
G41004300302001,41,43,30200,1,882,0,0,0,0,0,17,26
G41004300302002,41,43,30200,2,622,0,60,6,0,3,16,35
G41004300302003,41,43,30200,3,570,0,0,3,0,0,2,0
G41004300302004,41,43,30200,4,1071,9,0,0,0,0,44,0
G41004300302005,41,43,30200,5,1195,28,13,0,0,0,3,61
G41004300302006,41,43,30200,6,1737,0,14,40,0,0,16,27
G41004300303001,41,43,30300,1,780,0,0,0,0,0,23,9
G41004300303002,41,43,30300,2,580,0,20,0,0,0,0,19
G41004300303003,41,43,30300,3,830,0,0,19,0,0,4,0
G41004300304011,41,43,30401,1,1222,0,0,0,0,0,112,65
G41004300304012,41,43,30401,2,1382,0,25,23,0,0,0,0
G41004300304013,41,43,30401,3,865,13,0,0,0,0,0,0
G41004300304014,41,43,30401,4,1360,0,12,0,0,0,0,0
G41004300304015,41,43,30401,5,751,0,0,0,0,0,0,0
G41004300304016,41,43,30401,6,456,0,0,0,22,0,0,0
G41004300304021,41,43,30402,1,838,0,0,36,0,0,41,0
G41004300304022,41,43,30402,2,2125,0,0,0,0,0,0,63
G41004300304023,41,43,30402,3,1978,0,20,0,0,0,0,0
G41004300304024,41,43,30402,4,563,0,0,0,0,0,16,0
G41004300304025,41,43,30402,5,1233,0,11,0,0,0,38,0
G41004300305001,41,43,30500,1,770,0,6,0,0,0,0,0
G41004300305002,41,43,30500,2,1809,20,4,3,0,0,25,53
G41004300305003,41,43,30500,3,1480,6,11,0,0,0,12,20
G41004300306001,41,43,30600,1,1164,0,0,0,0,0,153,28
G41004300306002,41,43,30600,2,999,0,0,0,14,0,33,81
G41004300306003,41,43,30600,3,754,0,0,0,0,0,0,0
G41004300306004,41,43,30600,4,1840,0,52,0,0,0,53,125
G41004300306005,41,43,30600,5,1564,0,18,0,0,0,0,64
G41004300307001,41,43,30700,1,653,22,0,22,0,14,33,35
G41004300307002,41,43,30700,2,744,0,0,0,0,11,0,12
G41004300307003,41,43,30700,3,549,0,0,0,0,0,0,0
G41004300307004,41,43,30700,4,1345,10,3,0,0,0,12,72
G41004300308001,41,43,30800,1,1041,0,0,0,0,0,0,0
G41004300308002,41,43,30800,2,1105,0,64,0,0,0,0,0
G41004300308003,41,43,30800,3,963,0,0,122,0,0,36,10
G41004300308004,41,43,30800,4,1200,0,207,0,0,0,67,38
G41004300308005,41,43,30800,5,1094,14,99,0,0,0,21,126
G41004300308006,41,43,30800,6,1285,0,0,10,0,0,0,20
G41004300309021,41,43,30902,1,984,0,72,0,0,0,0,13
G41004300309022,41,43,30902,2,1406,0,0,0,0,0,2,162
G41004300309023,41,43,30902,3,1603,0,155,2,0,0,41,43
G41004300309024,41,43,30902,4,905,0,0,0,0,0,0,0
G41004300309025,41,43,30902,5,2032,33,62,20,22,0,3,15
G41004300309031,41,43,30903,1,831,0,34,0,0,0,22,62
G41004300309032,41,43,30903,2,751,0,0,44,0,0,58,0
G41004300309033,41,43,30903,3,2657,42,93,0,0,0,64,95
G41004300309034,41,43,30903,4,1370,0,0,0,0,0,18,17
G41004300309041,41,43,30904,1,808,0,75,0,0,0,7,110
G41004300309042,41,43,30904,2,1577,12,0,4,0,0,40,25
G41004300309043,41,43,30904,3,1019,23,0,0,0,0,59,28
G41004509400001,41,45,940000,1,0,0,0,0,0,0,0,0
G41004509702001,41,45,970200,1,1178,57,24,42,11,0,65,376
G41004509702002,41,45,970200,2,259,0,4,23,0,0,9,162
G41004509702003,41,45,970200,3,653,15,3,54,0,0,33,349
G41004509702004,41,45,970200,4,1083,0,18,40,0,0,33,164
G41004509703001,41,45,970300,1,555,0,13,61,0,0,21,24
G41004509703002,41,45,970300,2,872,17,0,24,38,0,0,131
G41004509703003,41,45,970300,3,386,0,0,16,0,0,4,197
G41004509703004,41,45,970300,4,536,7,5,14,0,0,15,158
G41004509703005,41,45,970300,5,539,0,0,0,0,0,4,226
G41004509704001,41,45,970400,1,747,0,0,73,0,0,16,220
G41004509704002,41,45,970400,2,291,0,0,0,3,0,9,119
G41004509704003,41,45,970400,3,301,0,0,0,0,0,0,90
G41004509704004,41,45,970400,4,513,0,4,20,0,0,24,211
G41004509704005,41,45,970400,5,219,0,0,8,0,0,0,648
G41004509705001,41,45,970500,1,591,0,0,19,0,0,0,187
G41004509705002,41,45,970500,2,563,12,0,0,0,0,6,687
G41004509705003,41,45,970500,3,208,0,3,0,0,0,0,348
G41004509705004,41,45,970500,4,444,0,0,12,0,0,0,173
G41004509705005,41,45,970500,5,385,0,0,0,0,0,7,228
G41004509705006,41,45,970500,6,482,2,0,28,0,0,0,77
G41004509706001,41,45,970600,1,607,0,0,5,0,0,39,113
G41004509706002,41,45,970600,2,1253,9,3,7,0,0,11,178
G41004509706003,41,45,970600,3,593,0,1,0,0,0,9,139
G41004509706004,41,45,970600,4,856,3,1,0,0,0,10,31
G41004509706005,41,45,970600,5,131,0,0,11,0,0,0,39
G41004509707001,41,45,970700,1,1446,0,2,21,9,0,30,119
G41004509709001,41,45,970900,1,545,0,3,14,0,0,3,194
G41004509709002,41,45,970900,2,835,1,5,0,0,0,0,53
G41004509709003,41,45,970900,3,1975,143,26,13,0,0,203,406
G41004509709004,41,45,970900,4,414,0,0,11,4,0,21,104
G41004700002001,41,47,200,1,457,0,0,18,0,0,39,12
G41004700002002,41,47,200,2,829,0,5,3,0,0,69,12
G41004700002003,41,47,200,3,1540,15,2,100,0,0,84,127
G41004700003001,41,47,300,1,544,9,0,2,0,0,19,121
G41004700003002,41,47,300,2,316,0,8,0,0,0,38,40
G41004700003003,41,47,300,3,1213,5,4,0,0,0,96,220
G41004700003004,41,47,300,4,1204,0,66,0,69,0,27,145
G41004700004001,41,47,400,1,1162,23,6,0,0,0,34,188
G41004700004002,41,47,400,2,845,3,8,0,156,0,139,489
G41004700004003,41,47,400,3,586,59,0,0,0,0,8,207
G41004700005011,41,47,501,1,769,7,0,28,0,231,17,204
G41004700005012,41,47,501,2,1163,227,0,30,5,0,63,174
G41004700005021,41,47,502,1,308,0,0,0,363,0,0,27
G41004700005022,41,47,502,2,752,0,46,0,0,0,71,180
G41004700005023,41,47,502,3,979,23,38,50,170,0,69,493
G41004700006001,41,47,600,1,1210,0,57,0,0,0,25,230
G41004700006002,41,47,600,2,1264,20,43,22,0,0,32,26
G41004700006003,41,47,600,3,1361,0,0,13,0,0,33,314
G41004700007011,41,47,701,1,1636,84,0,7,19,252,48,587
G41004700007012,41,47,701,2,1195,31,9,77,40,84,45,696
G41004700007013,41,47,701,3,1581,341,72,9,17,0,171,291
G41004700009001,41,47,900,1,345,0,42,0,0,14,0,190
G41004700009002,41,47,900,2,400,0,0,14,0,0,16,321
G41004700009003,41,47,900,3,855,8,0,47,0,0,9,16
G41004700009004,41,47,900,4,692,15,7,55,0,0,6,19
G41004700009005,41,47,900,5,575,10,0,57,0,0,31,0
G41004700009006,41,47,900,6,551,0,19,53,0,0,73,0
G41004700009007,41,47,900,7,351,0,7,0,0,0,71,11
G41004700010001,41,47,1000,1,744,0,0,10,0,0,0,184
G41004700010002,41,47,1000,2,979,0,15,54,0,0,0,201
G41004700010003,41,47,1000,3,808,15,14,35,0,0,113,311
G41004700011001,41,47,1100,1,797,0,6,35,0,0,21,110
G41004700011002,41,47,1100,2,2222,55,2,14,0,0,81,21
G41004700011003,41,47,1100,3,737,10,13,16,0,0,48,80
G41004700012001,41,47,1200,1,1463,28,0,0,0,0,14,12
G41004700012002,41,47,1200,2,1477,0,21,40,42,0,44,98
G41004700013001,41,47,1300,1,1856,0,0,28,0,10,78,52
G41004700013002,41,47,1300,2,951,10,17,31,0,0,165,123
G41004700013003,41,47,1300,3,523,0,12,15,0,0,0,0
G41004700014011,41,47,1401,1,1725,0,17,39,0,0,31,164
G41004700014012,41,47,1401,2,1448,0,39,16,0,0,36,272
G41004700014013,41,47,1401,3,1666,11,0,71,0,0,17,74
G41004700014021,41,47,1402,1,1246,0,0,87,0,0,99,201
G41004700014022,41,47,1402,2,950,0,7,16,0,0,0,519
G41004700014023,41,47,1402,3,1759,86,18,56,12,0,34,466
G41004700015011,41,47,1501,1,1085,24,0,17,0,0,69,88
G41004700015012,41,47,1501,2,1056,5,0,0,0,0,27,114
G41004700015013,41,47,1501,3,1241,17,0,36,0,0,125,138
G41004700015021,41,47,1502,1,1490,0,23,8,115,7,140,170
G41004700015022,41,47,1502,2,992,0,26,8,0,0,51,670
G41004700015023,41,47,1502,3,741,26,5,4,0,0,92,179
G41004700015031,41,47,1503,1,831,3,5,14,0,0,36,390
G41004700015032,41,47,1503,2,1210,77,24,0,0,16,35,496
G41004700015033,41,47,1503,3,1153,0,9,38,0,0,40,158
G41004700016011,41,47,1601,1,398,0,127,237,0,0,11,60
G41004700016012,41,47,1601,2,2407,0,0,71,0,0,182,460
G41004700016013,41,47,1601,3,880,173,0,17,0,0,37,161
G41004700016014,41,47,1601,4,773,0,7,26,0,0,72,52
G41004700016021,41,47,1602,1,730,0,0,0,0,0,0,367
G41004700016022,41,47,1602,2,555,0,23,55,0,0,71,412
G41004700016023,41,47,1602,3,502,0,105,3,0,0,37,522
G41004700016024,41,47,1602,4,621,13,0,28,0,0,0,25
G41004700016025,41,47,1602,5,689,0,44,35,0,257,18,301
G41004700016031,41,47,1603,1,1121,0,0,143,0,0,29,198
G41004700016032,41,47,1603,2,1177,26,0,206,12,0,14,408
G41004700016033,41,47,1603,3,826,0,39,110,0,0,0,198
G41004700016034,41,47,1603,4,866,68,0,27,0,0,10,578
G41004700016041,41,47,1604,1,880,20,28,89,59,0,111,696
G41004700016042,41,47,1604,2,610,0,0,11,0,0,24,471
G41004700016043,41,47,1604,3,1630,14,0,321,0,0,41,262
G41004700016044,41,47,1604,4,892,0,0,28,0,0,117,446
G41004700017011,41,47,1701,1,517,56,7,0,201,0,143,493
G41004700017012,41,47,1701,2,1268,0,2,0,0,0,85,426
G41004700017013,41,47,1701,3,1262,0,40,27,39,0,23,584
G41004700017021,41,47,1702,1,612,0,159,0,0,0,0,432
G41004700017022,41,47,1702,2,1149,33,34,196,0,0,114,197
G41004700017023,41,47,1702,3,952,15,0,75,0,0,73,512
G41004700017031,41,47,1703,1,995,0,10,0,16,0,2,9
G41004700017032,41,47,1703,2,1205,8,0,7,0,0,9,104
G41004700017033,41,47,1703,3,924,0,0,224,18,0,0,555
G41004700018011,41,47,1801,1,785,27,9,0,245,0,80,526
G41004700018012,41,47,1801,2,909,0,0,0,0,0,200,0
G41004700018013,41,47,1801,3,1075,0,21,0,0,39,126,475
G41004700018014,41,47,1801,4,666,106,3,0,0,0,20,478
G41004700018021,41,47,1802,1,961,17,24,8,2,0,90,458
G41004700018022,41,47,1802,2,836,51,11,31,0,0,0,690
G41004700018023,41,47,1802,3,534,0,0,6,0,0,0,168
G41004700018024,41,47,1802,4,1200,0,4,51,46,0,149,245
G41004700018025,41,47,1802,5,929,91,0,72,0,0,93,286
G41004700018031,41,47,1803,1,1654,0,16,0,0,0,72,498
G41004700018032,41,47,1803,2,1681,149,70,42,16,0,166,121
G41004700020001,41,47,2000,1,2109,72,42,86,0,0,192,108
G41004700020002,41,47,2000,2,2185,109,0,54,0,0,74,118
G41004700020003,41,47,2000,3,1786,0,0,10,0,0,48,25
G41004700020004,41,47,2000,4,1641,7,99,11,0,0,42,330
G41004700021011,41,47,2101,1,1256,0,7,18,0,0,43,19
G41004700021012,41,47,2101,2,655,0,0,0,0,0,13,141
G41004700021021,41,47,2102,1,1324,37,0,0,0,0,36,0
G41004700021022,41,47,2102,2,662,0,0,0,0,21,53,199
G41004700021023,41,47,2102,3,1141,0,14,101,25,0,114,287
G41004700021024,41,47,2102,4,1646,0,42,97,0,0,17,93
G41004700022011,41,47,2201,1,1336,6,6,30,2,0,16,236
G41004700022012,41,47,2201,2,655,0,0,24,0,0,8,6
G41004700022021,41,47,2202,1,2302,33,0,149,0,0,133,142
G41004700022022,41,47,2202,2,1052,0,0,56,38,0,86,0
G41004700022023,41,47,2202,3,2338,77,0,72,0,0,38,77
G41004700023011,41,47,2301,1,1819,13,0,75,19,0,102,90
G41004700023012,41,47,2301,2,707,0,33,0,0,0,41,9
G41004700023031,41,47,2303,1,2335,0,53,76,0,0,151,182
G41004700023032,41,47,2303,2,1771,0,6,69,0,0,11,178
G41004700023033,41,47,2303,3,1869,214,0,94,0,81,104,98
G41004700023041,41,47,2304,1,1577,23,20,81,0,0,51,33
G41004700023042,41,47,2304,2,885,0,0,51,26,0,77,28
G41004700023043,41,47,2304,3,1662,0,98,48,0,0,10,79
G41004700023044,41,47,2304,4,407,0,0,38,0,0,0,0
G41004700024001,41,47,2400,1,1131,27,15,21,0,0,0,32
G41004700024002,41,47,2400,2,2125,0,22,31,0,0,22,7
G41004700025011,41,47,2501,1,3600,0,0,161,0,0,0,187
G41004700025012,41,47,2501,2,1322,4,0,48,0,0,49,114
G41004700025013,41,47,2501,3,2730,0,0,24,83,0,267,115
G41004700025021,41,47,2502,1,1325,0,22,0,0,0,132,343
G41004700025022,41,47,2502,2,1621,24,0,0,0,0,54,357
G41004700025023,41,47,2502,3,719,0,9,0,0,0,8,0
G41004700026001,41,47,2600,1,875,0,0,0,3,0,0,0
G41004700026002,41,47,2600,2,848,0,0,0,0,0,0,317
G41004700027001,41,47,2700,1,2569,0,6,11,24,0,40,80
G41004700027002,41,47,2700,2,976,0,13,3,0,0,32,38
G41004700027003,41,47,2700,3,1288,0,0,40,0,0,0,5
G41004700027004,41,47,2700,4,1012,0,25,0,0,0,0,42
G41004700027005,41,47,2700,5,1684,0,16,23,54,0,73,355
G41004700028001,41,47,2800,1,1238,8,0,6,0,0,6,166
G41004700028002,41,47,2800,2,2141,18,0,15,6,0,182,152
G41004700101001,41,47,10100,1,659,0,0,5,0,0,7,63
G41004700101002,41,47,10100,2,502,0,0,6,0,33,55,65
G41004700102011,41,47,10201,1,1094,0,11,0,0,0,0,118
G41004700102012,41,47,10201,2,942,13,0,0,0,0,52,124
G41004700102021,41,47,10202,1,1392,0,3,0,0,0,45,234
G41004700102022,41,47,10202,2,1416,0,10,0,0,0,18,142
G41004700102023,41,47,10202,3,613,0,0,0,0,0,0,71
G41004700102024,41,47,10202,4,1950,0,0,5,0,0,47,370
G41004700103031,41,47,10303,1,841,2,4,7,0,7,24,1058
G41004700103032,41,47,10303,2,1620,0,21,0,113,29,57,437
G41004700103041,41,47,10304,1,346,0,0,52,0,0,6,121
G41004700103042,41,47,10304,2,726,0,0,5,0,197,21,1236
G41004700103043,41,47,10304,3,326,25,0,0,0,0,0,562
G41004700103044,41,47,10304,4,253,0,0,0,0,0,2,710
G41004700103051,41,47,10305,1,274,0,31,0,0,0,0,816
G41004700103052,41,47,10305,2,523,29,6,6,0,0,12,321
G41004700103053,41,47,10305,3,591,5,0,0,0,0,7,110
G41004700103061,41,47,10306,1,1726,13,14,14,15,0,70,802
G41004700103062,41,47,10306,2,526,0,0,0,0,0,0,1227
G41004700103063,41,47,10306,3,299,0,0,0,0,139,0,95
G41004700103064,41,47,10306,4,364,0,0,0,0,0,0,132
G41004700103065,41,47,10306,5,501,0,0,12,0,0,0,328
G41004700103071,41,47,10307,1,1768,0,0,78,0,0,118,223
G41004700103072,41,47,10307,2,948,0,0,0,0,0,73,538
G41004700103073,41,47,10307,3,763,0,0,10,0,0,12,169
G41004700104001,41,47,10400,1,662,0,0,0,0,54,0,21
G41004700104002,41,47,10400,2,814,0,0,0,0,0,14,66
G41004700104003,41,47,10400,3,1009,15,6,39,0,0,22,177
G41004700104004,41,47,10400,4,381,0,0,0,0,0,0,308
G41004700104005,41,47,10400,5,592,0,0,26,0,0,44,261
G41004700105011,41,47,10501,1,1304,0,0,14,0,0,8,217
G41004700105012,41,47,10501,2,580,0,0,0,6,0,0,0
G41004700105013,41,47,10501,3,1539,0,0,0,0,211,12,44
G41004700105014,41,47,10501,4,1411,0,8,17,0,0,0,0
G41004700105021,41,47,10502,1,2522,5,13,190,0,0,30,382
G41004700105022,41,47,10502,2,2585,0,0,0,0,0,41,0
G41004700105023,41,47,10502,3,576,0,0,15,0,0,0,0
G41004700105031,41,47,10503,1,593,0,0,0,0,0,0,36
G41004700105032,41,47,10503,2,669,0,0,0,0,0,23,31
G41004700105033,41,47,10503,3,1958,0,16,0,0,0,41,70
G41004700106001,41,47,10600,1,398,0,2,0,0,0,0,9
G41004700106002,41,47,10600,2,846,0,2,0,0,0,106,109
G41004700106003,41,47,10600,3,637,0,8,0,0,6,8,11
G41004700107011,41,47,10701,1,1153,0,0,0,0,92,0,74
G41004700107012,41,47,10701,2,1147,0,0,0,2,0,0,22
G41004700107013,41,47,10701,3,841,0,0,0,0,0,62,0
G41004700107014,41,47,10701,4,2048,0,39,15,0,0,106,704
G41004700107015,41,47,10701,5,939,0,0,5,0,0,15,231
G41004700107021,41,47,10702,1,961,0,55,11,0,0,23,0
G41004700107022,41,47,10702,2,2327,1,110,7,0,0,0,51
G41004700107023,41,47,10702,3,2610,0,5,31,0,0,29,65
G41004700108011,41,47,10801,1,824,0,2,22,0,0,57,125
G41004700108012,41,47,10801,2,1026,0,0,0,0,0,11,13
G41004700108013,41,47,10801,3,1308,0,0,10,0,0,125,14
G41004700108014,41,47,10801,4,521,0,0,28,0,0,0,0
G41004700108015,41,47,10801,5,1464,0,51,0,0,0,17,71
G41004700108021,41,47,10802,1,1281,0,0,0,0,0,14,64
G41004700108022,41,47,10802,2,1161,0,0,0,0,0,6,0
G41004700108023,41,47,10802,3,531,0,10,20,0,76,91,87
G41004700108024,41,47,10802,4,2021,0,108,39,13,0,11,100
G41004909701001,41,49,970100,1,1508,19,29,16,1,0,143,588
G41004909701002,41,49,970100,2,1052,0,13,30,0,0,0,332
G41004909701003,41,49,970100,3,337,0,0,0,0,0,19,389
G41004909701004,41,49,970100,4,574,0,0,0,0,0,9,904
G41004909701005,41,49,970100,5,627,0,7,0,0,0,70,532
G41004909702001,41,49,970200,1,606,0,0,0,0,0,3,7
G41004909702002,41,49,970200,2,557,0,0,7,0,0,22,8
G41004909702003,41,49,970200,3,566,0,0,0,8,0,8,43
G41004909702004,41,49,970200,4,648,0,6,12,0,0,4,0
G41004909702005,41,49,970200,5,399,0,0,6,0,0,21,8
G41004909702006,41,49,970200,6,269,0,0,0,0,0,0,0
G41005100001001,41,51,100,1,436,0,0,11,0,0,0,42
G41005100001002,41,51,100,2,896,0,0,19,0,0,53,0
G41005100001003,41,51,100,3,732,0,0,0,13,0,11,0
G41005100001004,41,51,100,4,1035,0,0,50,0,0,0,74
G41005100001005,41,51,100,5,622,0,18,0,0,0,56,44
G41005100001006,41,51,100,6,696,0,0,0,0,0,0,0
G41005100001007,41,51,100,7,1072,0,11,80,0,0,38,0
G41005100002001,41,51,200,1,813,0,0,55,0,0,0,41
G41005100002002,41,51,200,2,1552,17,11,72,0,0,13,300
G41005100002003,41,51,200,3,1449,0,11,54,0,0,119,50
G41005100002004,41,51,200,4,1064,48,0,24,0,0,15,28
G41005100003011,41,51,301,1,1099,14,14,98,0,0,0,71
G41005100003012,41,51,301,2,1255,56,6,101,0,0,78,40
G41005100003013,41,51,301,3,1412,0,0,143,0,0,0,20
G41005100003014,41,51,301,4,802,39,0,73,0,0,0,24
G41005100003021,41,51,302,1,1203,0,0,21,0,0,65,9
G41005100003022,41,51,302,2,1225,0,0,130,0,0,177,0
G41005100003023,41,51,302,3,786,0,0,0,0,0,0,13
G41005100003024,41,51,302,4,1284,0,0,0,0,0,0,42
G41005100003025,41,51,302,5,786,0,0,25,0,0,18,71
G41005100003026,41,51,302,6,841,0,0,27,0,0,15,0
G41005100004011,41,51,401,1,1117,0,0,33,0,0,0,11
G41005100004012,41,51,401,2,610,32,0,96,0,0,17,0
G41005100004013,41,51,401,3,875,0,0,30,0,0,29,17
G41005100004014,41,51,401,4,526,0,0,29,0,59,17,8
G41005100004021,41,51,402,1,884,0,14,101,0,0,19,138
G41005100004022,41,51,402,2,747,0,1,37,0,0,25,24
G41005100004023,41,51,402,3,1099,0,35,178,0,0,0,34
G41005100005011,41,51,501,1,700,0,0,22,0,0,0,17
G41005100005012,41,51,501,2,616,0,45,190,71,0,31,91
G41005100005013,41,51,501,3,785,0,0,42,0,0,20,48
G41005100005014,41,51,501,4,816,0,11,41,0,0,36,0
G41005100005021,41,51,502,1,781,0,0,29,0,0,29,9
G41005100005022,41,51,502,2,529,24,0,81,0,0,47,0
G41005100005023,41,51,502,3,641,175,13,228,0,7,35,0
G41005100005024,41,51,502,4,1019,0,0,118,0,0,39,63
G41005100005025,41,51,502,5,635,0,0,49,12,0,0,33
G41005100006011,41,51,601,1,1210,6,0,569,0,0,56,492
G41005100006012,41,51,601,2,745,162,0,77,0,0,31,155
G41005100006013,41,51,601,3,399,150,0,29,0,0,13,76
G41005100006014,41,51,601,4,518,64,0,365,0,0,38,133
G41005100006021,41,51,602,1,598,0,0,125,0,0,68,230
G41005100006022,41,51,602,2,1408,102,37,282,0,0,105,272
G41005100006023,41,51,602,3,880,0,9,171,0,0,38,0
G41005100006024,41,51,602,4,587,42,53,397,0,0,12,71
G41005100007011,41,51,701,1,841,124,0,174,0,0,28,24
G41005100007012,41,51,701,2,503,13,0,195,0,11,58,0
G41005100007013,41,51,701,3,981,87,0,136,0,0,25,48
G41005100007014,41,51,701,4,945,0,0,32,0,0,35,0
G41005100007021,41,51,702,1,616,12,56,224,22,0,0,14
G41005100007022,41,51,702,2,636,0,0,178,0,15,17,290
G41005100007023,41,51,702,3,1024,63,12,237,10,0,43,0
G41005100007024,41,51,702,4,822,12,0,51,0,0,69,130
G41005100008011,41,51,801,1,683,13,0,53,0,0,68,0
G41005100008012,41,51,801,2,954,24,0,122,0,0,25,94
G41005100008013,41,51,801,3,1069,0,0,52,0,0,33,0
G41005100008014,41,51,801,4,1003,27,4,53,0,0,21,0
G41005100008021,41,51,802,1,766,0,29,56,0,0,21,16
G41005100008022,41,51,802,2,652,209,0,0,0,0,4,8
G41005100008023,41,51,802,3,951,9,29,113,0,0,28,61
G41005100008024,41,51,802,4,879,43,68,180,0,0,113,180
G41005100009011,41,51,901,1,904,0,0,77,0,0,26,12
G41005100009012,41,51,901,2,913,3,0,97,0,0,36,42
G41005100009013,41,51,901,3,600,1,0,138,0,0,35,0
G41005100009014,41,51,901,4,691,10,0,86,0,0,24,14
G41005100009021,41,51,902,1,1463,194,10,359,0,0,62,35
G41005100009022,41,51,902,2,743,12,0,0,24,0,0,95
G41005100009023,41,51,902,3,1002,237,0,66,0,0,0,0
G41005100010001,41,51,1000,1,826,18,0,17,0,43,18,61
G41005100010002,41,51,1000,2,1027,0,0,0,0,0,18,75
G41005100010003,41,51,1000,3,1141,54,0,81,0,0,0,0
G41005100010004,41,51,1000,4,730,31,0,24,0,0,0,13
G41005100010005,41,51,1000,5,945,9,32,18,0,0,60,97
G41005100011011,41,51,1101,1,483,49,7,0,0,0,50,25
G41005100011012,41,51,1101,2,1019,6,0,116,0,0,80,9
G41005100011021,41,51,1102,1,1322,12,0,27,16,0,33,109
G41005100012011,41,51,1201,1,1043,0,0,22,0,0,0,49
G41005100012012,41,51,1201,2,1007,0,0,0,0,0,19,39
G41005100012013,41,51,1201,3,1056,4,0,37,0,0,0,51
G41005100012014,41,51,1201,4,1732,0,36,0,0,0,17,47
G41005100012021,41,51,1202,1,895,14,0,28,0,0,13,39
G41005100012022,41,51,1202,2,1003,14,36,117,0,0,128,54
G41005100012023,41,51,1202,3,842,0,0,88,0,0,22,0
G41005100013011,41,51,1301,1,711,0,0,11,0,51,83,22
G41005100013012,41,51,1301,2,584,0,1,13,0,0,2,27
G41005100013013,41,51,1301,3,845,0,10,16,0,0,13,87
G41005100013014,41,51,1301,4,1047,3,0,61,0,0,83,81
G41005100013021,41,51,1302,1,595,1,0,99,0,0,33,8
G41005100013022,41,51,1302,2,796,0,0,5,16,0,29,57
G41005100013023,41,51,1302,3,1281,0,39,8,0,0,23,31
G41005100014001,41,51,1400,1,827,0,0,0,0,0,0,72
G41005100014002,41,51,1400,2,813,1,0,110,0,0,15,15
G41005100014003,41,51,1400,3,1399,11,0,31,0,0,75,12
G41005100014004,41,51,1400,4,446,0,0,142,0,0,58,0
G41005100014005,41,51,1400,5,429,126,0,16,0,0,37,86
G41005100015001,41,51,1500,1,1224,0,22,20,0,0,21,8
G41005100015002,41,51,1500,2,956,16,0,31,0,0,36,39
G41005100015003,41,51,1500,3,604,0,0,36,0,0,27,0
G41005100016011,41,51,1601,1,719,0,0,183,0,0,0,18
G41005100016012,41,51,1601,2,479,0,0,97,0,0,15,0
G41005100016013,41,51,1601,3,775,174,138,15,0,0,27,118
G41005100016014,41,51,1601,4,1030,18,0,110,0,0,76,0
G41005100016015,41,51,1601,5,734,3,0,11,0,28,0,0
G41005100016016,41,51,1601,6,641,15,0,54,3,0,43,0
G41005100016021,41,51,1602,1,550,13,12,79,0,0,19,42
G41005100016022,41,51,1602,2,534,24,0,155,0,0,91,4
G41005100016023,41,51,1602,3,842,112,0,456,0,0,5,292
G41005100016024,41,51,1602,4,671,130,26,230,0,0,9,60
G41005100017011,41,51,1701,1,429,204,0,51,0,0,0,26
G41005100017012,41,51,1701,2,945,78,0,215,0,0,161,26
G41005100017013,41,51,1701,3,315,30,0,80,151,0,35,55
G41005100017014,41,51,1701,4,593,17,18,140,0,0,0,12
G41005100017015,41,51,1701,5,688,87,52,55,0,0,0,199
G41005100017016,41,51,1701,6,352,80,0,70,0,0,0,0
G41005100017017,41,51,1701,7,982,28,0,75,0,0,63,25
G41005100017021,41,51,1702,1,1525,203,54,111,0,0,129,84
G41005100017022,41,51,1702,2,618,76,0,156,0,0,20,106
G41005100017023,41,51,1702,3,633,20,20,251,0,0,32,0
G41005100018011,41,51,1801,1,994,191,77,94,0,0,29,40
G41005100018012,41,51,1801,2,1112,22,0,95,0,0,70,106
G41005100018013,41,51,1801,3,1373,24,0,50,0,0,54,65
G41005100018021,41,51,1802,1,1846,52,48,55,0,11,90,51
G41005100018022,41,51,1802,2,1221,8,0,0,0,24,0,28
G41005100019001,41,51,1900,1,1252,0,0,24,0,0,54,40
G41005100019002,41,51,1900,2,746,166,0,55,0,0,0,8
G41005100019003,41,51,1900,3,1132,0,0,69,0,0,0,10
G41005100019004,41,51,1900,4,1096,13,0,78,0,0,112,41
G41005100020001,41,51,2000,1,753,21,0,13,0,0,69,0
G41005100020002,41,51,2000,2,608,0,0,70,0,0,33,0
G41005100020003,41,51,2000,3,1159,0,0,0,0,0,14,41
G41005100020004,41,51,2000,4,1462,48,9,36,0,0,18,47
G41005100020005,41,51,2000,5,1341,13,0,11,0,15,51,12
G41005100021001,41,51,2100,1,743,57,0,69,0,0,23,43
G41005100021002,41,51,2100,2,1034,6,0,11,0,0,30,36
G41005100022031,41,51,2203,1,339,92,0,8,0,0,37,22
G41005100022032,41,51,2203,2,580,77,0,33,0,0,12,33
G41005100022033,41,51,2203,3,555,101,0,0,0,0,8,91
G41005100022034,41,51,2203,4,542,354,6,11,0,0,35,88
G41005100023031,41,51,2303,1,380,13,28,16,0,0,154,13
G41005100023032,41,51,2303,2,999,138,4,84,0,0,36,7
G41005100024011,41,51,2401,1,1103,119,36,15,0,0,0,40
G41005100024012,41,51,2401,2,448,24,9,30,0,0,0,22
